	city	condition	date time	fuel	lat	odometer	price	title status	transmission	year make model	year_c make model
0	chicago	excellent	2022-12-23 17;44	gas	41.837100	121000	12900	clean	automatic	2013 Lincoln MKX	2013 Lincoln MKX
